fit_mode,trace_index,split,source_file,nominal_drive_mV,current_step_uA,measured_oscillation,predicted_oscillation,measured_frequency_MHz,predicted_frequency_MHz,measured_target_harmonic_amplitude_mV,predicted_target_harmonic_amplitude_mV,measured_mean_mV,predicted_mean_mV,measured_vpp_mV,predicted_vpp_mV,phase_tolerant_plateau_rmse_mV,edge_rmse_mV,waveform_component,mean_voltage_component,amplitude_component,relative_amplitude_component,spectrum_component,frequency_component,classification_component,false_positive_component,sustain_component,edge_component
baseline,10,train,550mv0_converted.csv,550.0,419.0559644140832,True,False,52.63157894736842,,17.93798697732822,0.04456714432328826,186.41220796353232,208.10805009432934,40.08000000000001,3.3894787453103277,12.845847847932792,111.97575498580977,0.25691695695865585,0.18828382630578677,0.5384777399763342,3.642014074311856,1.6054758620978018,4.0,1.0,0.0,0.5126147368946105,1.1197575498580976
baseline,11,train,600mv0_converted.csv,600.0,457.8085803363978,True,False,55.55555555555556,,13.57309453626138,0.04938897349627802,186.8872940631841,193.7964796808024,31.933300000000003,2.2169795109598454,9.70121541529491,109.63267765005405,0.19402430830589823,0.019094738359481462,0.3532238813629392,3.61578565920025,1.5568761549238028,4.0,1.0,0.0,0.2928818532290013,1.0963267765005404
baseline,12,train,650mv0_converted.csv,650.0,494.4853744265939,True,False,58.8235294117647,,9.768962539968772,0.050297343835889616,184.9093897164179,181.49785558359685,27.439999999999998,2.3317182753709176,7.118852387000915,111.59144948826435,0.1423770477400183,0.004655426055761258,0.252170324465337,3.034856553827408,1.2289978629010316,4.0,1.0,0.0,0.15128426158685626,1.1159144948826434
baseline,13,train,700mv0_converted.csv,700.0,532.8566832813709,True,False,58.8235294117647,,7.127107565827509,0.04607111774901312,182.4161180746269,170.57441864429862,22.079999999999984,2.34478715387354,5.203907351717329,116.20805643327333,0.10407814703434658,0.0560903381592948,0.15579145043276568,2.389958290873775,1.3700003240137593,4.0,1.0,0.0,0.08039587462491934,1.1620805643327332
baseline,14,train,750mv0_converted.csv,750.0,570.0736739678696,True,False,62.5,,5.6751991517950255,0.019515234721261907,181.55648223880593,161.83816235330886,19.439999999999998,1.7599795924328419,4.359750416429027,81.65200906824292,0.08719500832858054,0.15552485564271565,0.12503324864479645,2.404365631188143,1.2602135231161986,4.0,1.0,0.0,0.051180782742445585,0.8165200906824291
baseline,15,train,800mv0_converted.csv,800.0,606.2950294894458,True,False,62.5,,3.2470448334327173,0.02943472822056768,181.56365024875626,153.08503426699983,13.893400000000014,1.3884876950112357,2.87036514980179,84.62305987219776,0.0574073029960358,0.3244126272945412,0.06254913270218389,1.8169377522063783,0.8519026407034036,4.0,1.0,0.0,0.0165938771415505,0.8462305987219776
baseline,16,train,850mv0_converted.csv,850.0,645.4819548424252,False,False,,,,,181.47794527363186,145.25767919432909,10.640000000000015,1.4765853216807727,36.29422205236383,88.41953762916772,0.7258844410472766,0.5247630699421966,0.03358726742673462,0.0,0.0,0.0,0.0,0.0,0.0,0.8841953762916772
baseline,17,train,900mv0_converted.csv,900.0,682.444649204679,False,False,,,,,178.6636184079602,138.3312893631973,9.733300000000014,1.3986103309390785,40.39441538023265,95.29906978528304,0.807888307604653,0.65067870647001,0.027786820751820433,0.0,0.0,0.0,0.0,0.0,0.0,0.9529906978528304
baseline,18,train,950mv0_converted.csv,950.0,721.2714260182299,False,False,,,,,177.73027726368161,131.89239917281105,9.706700000000012,1.5702993295533076,45.89098738497092,96.22051515942866,0.9178197476994184,0.8404444271494045,0.02648040634801823,0.0,0.0,0.0,0.0,0.0,0.0,0.9622051515942865
baseline,19,test,1000mv0_converted.csv,1000.0,756.6243660265701,False,False,,,,,175.6862324875622,126.98107467115575,11.573300000000017,1.720462060613798,48.74484500054146,105.4312761384484,0.9748969000108292,0.948876959168423,0.03883136618392339,0.0,0.0,0.0,0.0,0.0,0.0,1.054312761384484
baseline,20,train,1100mv0_converted.csv,1100.0,834.7865599618726,False,False,,,,,176.02852154228853,117.12149088795059,14.346699999999998,2.1049515352283805,58.98209146438767,109.33068966941065,1.1796418292877535,1.388015304204444,0.0599441621898953,0.0,0.0,0.0,0.0,0.0,0.0,1.0933068966941064
baseline,21,train,1200mv0_converted.csv,1200.0,906.8051472486442,False,False,,,,,173.40669950248756,108.92023817754001,11.120000000000005,1.298327478680136,64.5341843440306,116.55944344733759,1.2906836868806122,1.663401477685582,0.03858610044641991,0.0,0.0,0.0,0.0,0.0,0.0,1.165594434473376
constrained,0,test,50mv0_converted.csv,50.0,37.99008122008859,False,False,,,,,88.34135940298506,95.77140538182073,4.506659999999982,5.911974387906284,7.642677356217248,6.737200914307303,0.15285354712434496,0.02208223329904481,0.000789963411542585,0.0,0.0,0.0,0.0,0.0,0.0,0.06737200914307304
constrained,1,train,100mv0_converted.csv,100.0,76.17083384633712,False,False,,,,,170.70984975124378,179.5812010427553,6.653399999999976,5.958872491530087,9.101059019310595,8.760916052652076,0.1820211803862119,0.03148034949496131,0.00019294738400855679,0.0,0.0,0.0,0.0,0.0,0.0,0.08760916052652076
constrained,2,train,150mv0_converted.csv,150.0,114.17150902555795,False,False,,,,,239.83873747761194,246.18085396899,5.800000000000011,11.611937586676163,7.135215369716223,12.552380585900199,0.14270430739432446,0.01608897663608377,0.013511447404567604,0.0,0.0,0.0,0.0,0.0,0.0,0.125523805859002
constrained,3,train,200mv0_converted.csv,200.0,152.16154020295048,False,False,,,,,297.36232073134323,296.36361484199034,7.720000000000027,16.15588086846219,3.9241513202823155,17.363677243831543,0.0784830264056463,0.00039896538137125964,0.028465634410754375,0.0,0.0,0.0,0.0,0.0,0.0,0.17363677243831543
constrained,4,train,250mv0_converted.csv,250.0,189.60094286792295,False,False,,,,,318.8617590398009,330.1460702343013,14.14670000000001,21.993315840030107,12.191115169875973,42.58898697912115,0.24382230339751945,0.05093427165373073,0.024627752056404488,0.0,0.0,0.0,0.0,0.0,0.0,0.4258898697912115
constrained,5,train,300mv0_converted.csv,300.0,228.15229898524512,True,False,41.666666666666664,,44.923890533411225,1.3596372424891965,235.10242222388064,335.12491607057143,100.10669999999999,36.7008566174033,31.55780802281018,118.27624251039333,0.6311561604562036,4.001799710124519,1.6081203900233518,0.9108633445465419,1.1377257076113443,4.0,1.0,0.0,3.058887955693106,1.1827624251039333
constrained,6,train,350mv0_converted.csv,350.0,266.70376233691485,True,False,41.666666666666664,,50.79860282459164,0.803926487322691,192.0122066318408,312.21171260270444,130.3466,26.872386203355404,36.09886310234629,146.75726614689273,0.7219772620469258,5.779168494255874,4.282765168333485,2.238067576892952,0.7735265440745589,4.0,1.0,0.0,4.000328542109875,1.4675726614689273
constrained,7,train,400mv0_converted.csv,400.0,303.2005083702369,True,False,45.45454545454545,,40.372007281876584,0.21574589547117562,190.9832810945274,287.03727806335917,90.2534,6.807717612814429,28.53662595101994,157.4672693649359,0.5707325190203988,3.6905481334753367,2.785272763625221,5.0721838192541355,1.5010214058030718,4.0,1.0,0.0,2.5806915712495684,1.574672693649359
constrained,8,train,450mv0_converted.csv,450.0,341.5718172250129,True,False,50.0,,29.485877059598405,0.06080030476056918,186.9897857363184,262.8337846359338,68.8133,4.085753211875215,21.086718545221018,170.37191705609683,0.42173437090442034,2.3009248676339444,1.675862125283553,5.363779652853972,1.494106496223063,4.0,1.0,0.0,1.3856482872608435,1.7037191705609684
constrained,9,train,500mv0_converted.csv,500.0,380.88580812995247,True,False,52.63157894736842,,22.750064861626818,0.05443586889402378,187.0197034825871,241.60696284006346,58.51999999999998,3.522863864793834,16.58497041864668,172.37723766351868,0.3316994083729336,1.1919075536641566,1.209873993229759,5.035755028590901,1.3906650034002412,4.0,1.0,0.0,0.8243259241385381,1.723772376635187
constrained,10,train,550mv0_converted.csv,550.0,419.0559644140832,True,False,52.63157894736842,,17.93798697732822,0.05840048849437862,186.41220796353232,223.7834000468072,40.08000000000001,3.960297844627206,12.8378259808301,174.05367481719964,0.256756519616602,0.5586423990900108,0.5218531535171372,3.322733215939694,1.5671983905310727,4.0,1.0,0.0,0.5117942640855214,1.7405367481719964
constrained,11,train,600mv0_converted.csv,600.0,457.8085803363978,True,False,55.55555555555556,,13.57309453626138,0.05261452520062781,186.8872940631841,208.10608414406545,31.933300000000003,2.8579967282406926,9.671427027013436,174.06541514660358,0.19342854054026873,0.18009482099860347,0.3381493041379111,3.188484636164597,1.4888117450387612,4.0,1.0,0.0,0.29271920356513176,1.7406541514660359
constrained,12,train,650mv0_converted.csv,650.0,494.4853744265939,True,False,58.8235294117647,,9.768962539968772,0.05536070900547291,184.9093897164179,195.12397959050537,27.439999999999998,2.650497760351186,7.105068213105236,175.95683881752092,0.1421013642621047,0.04173513851832407,0.24580776851582137,2.8359027902624647,1.1594467376734567,4.0,1.0,0.0,0.15111276959100364,1.759568388175209
constrained,13,train,700mv0_converted.csv,700.0,532.8566832813709,True,False,58.8235294117647,,7.127107565827509,0.05712326017106839,182.4161180746269,183.34538888868406,22.079999999999984,2.6931476611029836,5.19188403440141,180.01247903408066,0.10383768068802819,0.00034541769834338414,0.15034001744407846,2.1987178709716106,1.333900435721545,4.0,1.0,0.0,0.08013313207635767,1.8001247903408066
constrained,14,train,750mv0_converted.csv,750.0,570.0736739678696,True,False,62.5,,5.6751991517950255,0.05960872175737976,181.55648223880593,173.3144952236173,19.439999999999998,2.8413546546198347,4.302447724129039,149.46872833458843,0.08604895448258079,0.027172139983415083,0.11020601092068423,1.8113992981727418,1.1194889221777418,4.0,1.0,0.0,0.05046462048655974,1.4946872833458844
constrained,15,train,800mv0_converted.csv,800.0,606.2950294894458,True,False,62.5,,3.2470448334327173,0.020553777717356534,181.56365024875626,164.2609983317235,13.893400000000014,1.562549408528639,2.8202898467444015,149.93619470748655,0.05640579693488803,0.11975270534479902,0.06081995052367598,1.7135895570642936,0.8419618063144998,4.0,1.0,0.0,0.01669374573701447,1.4993619470748656
constrained,16,train,850mv0_converted.csv,850.0,645.4819548424252,False,False,,,,,181.47794527363186,155.7534991388883,10.640000000000015,1.7378339088158157,25.82417140613159,152.3166485860758,0.5164834281226318,0.2646988515757294,0.031699424446011905,0.0,0.0,0.0,0.0,0.0,0.0,1.5231664858607579
constrained,17,train,900mv0_converted.csv,900.0,682.444649204679,False,False,,,,,178.6636184079602,148.49311235580544,9.733300000000014,1.5936183323186413,30.25228006642292,158.4003036730953,0.6050456013284584,0.36410377417724293,0.026501767060475283,0.0,0.0,0.0,0.0,0.0,0.0,1.584003036730953
constrained,18,train,950mv0_converted.csv,950.0,721.2714260182299,False,False,,,,,177.73027726368161,141.5735258468941,9.706700000000012,1.7859322595550395,36.22202772781468,158.1557224390057,0.7244405545562935,0.522924269206146,0.025095424639229504,0.0,0.0,0.0,0.0,0.0,0.0,1.581557224390057
constrained,19,test,1000mv0_converted.csv,1000.0,756.6243660265701,False,False,,,,,175.6862324875622,162.55050652230986,11.573300000000017,256.44972390286574,42.41724455558011,166.31531980942268,0.8483448911116023,0.06901891865368175,23.98578519338239,0.0,0.0,0.0,0.0,0.0,0.0,1.6631531980942267
constrained,20,train,1100mv0_converted.csv,1100.0,834.7865599618726,False,False,,,,,176.02852154228853,128.86959622041695,14.346699999999998,24.90213084412359,47.56014872536848,168.34143850738377,0.9512029745073696,0.8895856950055442,0.044566848122030274,0.0,0.0,0.0,0.0,0.0,0.0,1.6834143850738377
constrained,21,train,1200mv0_converted.csv,1200.0,906.8051472486442,False,False,,,,,173.40669950248756,116.35125435177282,11.120000000000005,2.4573516178586203,57.114761312234364,176.06044573977954,1.1422952262446873,1.302129528538487,0.0300165907970467,0.0,0.0,0.0,0.0,0.0,0.0,1.7606044573977955
relaxed,0,test,50mv0_converted.csv,50.0,37.99008122008859,False,False,,,,,88.34135940298506,95.38822524871583,4.506659999999982,4.6665749949997775,7.101783094300036,22.682533610665555,0.14203566188600072,0.019863327299090704,1.02291222503138e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.22682533610665556
relaxed,1,train,100mv0_converted.csv,100.0,76.17083384633712,False,False,,,,,170.70984975124378,178.35475608357692,6.653399999999976,7.874876915816458,7.830916466997904,55.76666119418238,0.15661832933995806,0.02337783713205891,0.0005968023423490173,0.0,0.0,0.0,0.0,0.0,0.0,0.5576666119418239
relaxed,2,train,150mv0_converted.csv,150.0,114.17150902555795,False,False,,,,,239.83873747761194,244.07362265888372,5.800000000000011,4.527285960982823,4.645427225550249,74.76623775465525,0.09290854451100498,0.0071737009994221205,0.000647920410044578,0.0,0.0,0.0,0.0,0.0,0.0,0.7476623775465525
relaxed,3,train,200mv0_converted.csv,200.0,152.16154020295048,False,False,,,,,297.36232073134323,292.8935895980359,7.720000000000027,13.034522293631824,5.885172667027146,93.75596466335332,0.11770345334054293,0.007987823176716187,0.01129765888380375,0.0,0.0,0.0,0.0,0.0,0.0,0.9375596466335332
relaxed,4,train,250mv0_converted.csv,250.0,189.60094286792295,False,False,,,,,318.8617590398009,322.6675983180541,14.14670000000001,35.83186890691502,7.832426689809591,99.78011517240067,0.1566485337961918,0.0057937650447579,0.1880986202085734,0.0,0.0,0.0,0.0,0.0,0.0,0.9978011517240067
relaxed,5,train,300mv0_converted.csv,300.0,228.15229898524512,True,True,41.666666666666664,32.25806451612903,44.923890533411225,65.42081395390514,235.10242222388064,228.5668561207767,100.10669999999999,360.346486870445,88.76770403645817,117.71949785013294,1.7753540807291635,0.017085449715216517,27.089898668149853,1.5865733011561538,1.0805770502745935,0.8852179442710136,0.0,0.0,0.8854304617461459,1.1771949785013294
relaxed,6,train,350mv0_converted.csv,350.0,266.70376233691485,True,True,41.666666666666664,37.03703703703704,50.79860282459164,112.76097842072947,192.0122066318408,225.5711596610719,130.3466,352.6937978291782,103.81967690219626,136.96796087593717,2.0763935380439253,0.45048133136725577,19.775310552995087,0.9625934890464891,0.7043342469462236,0.2143347050754455,0.0,0.0,6.214521167452321,1.3696796087593717
relaxed,7,train,400mv0_converted.csv,400.0,303.2005083702369,True,True,45.45454545454545,43.47826086956522,40.372007281876584,142.95427627403214,190.9832810945274,219.19519233790106,90.2534,374.4566307735951,122.2807296662479,151.49002482107485,2.445614593324958,0.3183647744015973,32.30859055285974,1.954781919297611,1.0456357188014074,0.03905700760830498,0.0,0.0,15.864058215509829,1.5149002482107485
relaxed,8,train,450mv0_converted.csv,450.0,341.5718172250129,True,True,50.0,47.61904761904762,29.485877059598405,132.3463234756916,186.9897857363184,212.55675683927106,68.8133,382.24893506823736,112.25931778064765,162.0684664708112,2.2451863556129528,0.2614680045516866,39.29675893225171,2.821795280328908,0.5312582000793619,0.05668934240362806,0.0,0.0,15.318273580037317,1.620684664708112
relaxed,9,train,500mv0_converted.csv,500.0,380.88580812995247,True,True,52.63157894736842,64.51612903225806,22.750064861626818,66.21680639925856,187.0197034825871,187.13252080989784,58.51999999999998,344.41448025519514,95.10986358956508,168.95510780536097,1.9021972717913016,5.09109973661642e-06,32.694261536155274,2.996901821811028,0.8303283057071221,1.412425307202505,0.0,0.0,4.466808971370405,1.6895510780536096
relaxed,10,train,550mv0_converted.csv,550.0,419.0559644140832,True,True,52.63157894736842,66.66666666666667,17.93798697732822,43.573669979557515,186.41220796353232,160.11847646659413,40.08000000000001,296.4836031486484,96.38848133860404,166.55308620327997,1.9277696267720807,0.27654412641323184,26.297123083043818,3.7597241658127714,1.3250304848166383,1.9698368728839666,0.0,0.0,1.19347758011688,1.6655308620327998
relaxed,11,train,600mv0_converted.csv,600.0,457.8085803363978,True,True,55.55555555555556,76.92307692307692,13.57309453626138,8.20552801034987,186.8872940631841,146.62130822598715,31.933300000000003,266.0482200920828,94.84099501055314,171.85902548286688,1.8968199002110628,0.6485398461765381,21.92391832388892,4.167518475535138,1.6073531185068004,4.56570969391482,0.0,0.0,0.05872615533800338,1.718590254828669
relaxed,12,train,650mv0_converted.csv,650.0,494.4853744265939,True,True,58.8235294117647,90.9090909090909,9.768962539968772,23.682476676157066,184.9093897164179,136.17889205984892,27.439999999999998,227.68555746311424,79.53590371290777,171.05307754125988,1.5907180742581553,0.94986456074275,16.03931331348536,4.101832098652638,1.4946481092907615,10.294832565987017,0.0,0.0,0.32337347634287394,1.710530775412599
relaxed,13,train,700mv0_converted.csv,700.0,532.8566832813709,True,True,58.8235294117647,100.0,7.127107565827509,1.2434208750990619,182.4161180746269,128.47549614477703,22.079999999999984,184.82408745854974,59.06371938156525,172.12758203561552,1.181274387631305,1.1638362776716,10.594255201086437,4.0539209180690605,1.951484534614694,16.955017301038065,0.0,0.0,0.05563329800766707,1.7212758203561551
relaxed,14,train,750mv0_converted.csv,750.0,570.0736739678696,True,True,62.5,111.11111111111111,5.6751991517950255,4.548803168407948,181.55648223880593,121.30134754569207,19.439999999999998,101.19341838088768,25.965932580250627,163.61683757328305,0.5193186516050126,1.4522725027541172,2.6734485667841854,2.3574650849714733,1.5599565364880776,23.630401234567906,0.0,0.0,0.005653739988256192,1.6361683757328305
relaxed,15,train,800mv0_converted.csv,800.0,606.2950294894458,True,True,62.5,125.0,3.2470448334327173,0.4566718789058139,181.56365024875626,115.26832606013811,13.893400000000014,50.15195376326656,5.758338213523043,164.23280327483306,0.11516676427046085,1.7580280037095917,0.5258730884014763,1.3138474549336494,1.4499125203341419,39.0625,0.0,0.0,0.012988236249678826,1.6423280327483305
relaxed,16,train,850mv0_converted.csv,850.0,645.4819548424252,False,False,,,,,181.47794527363186,109.6402365926566,10.640000000000015,16.905868275795044,71.88268103530245,165.8167731748221,1.437653620706049,2.064262555413067,0.01570444209984583,0.0,0.0,0.0,0.0,0.0,0.0,1.6581677317482209
relaxed,17,train,900mv0_converted.csv,900.0,682.444649204679,False,False,,,,,178.6636184079602,104.74447798173932,9.733300000000014,4.2435910637418175,73.94733880945773,165.65116076205823,1.4789467761891546,2.1856157285405446,0.012054761681933241,0.0,0.0,0.0,0.0,0.0,0.0,1.6565116076205824
relaxed,18,train,950mv0_converted.csv,950.0,721.2714260182299,False,False,,,,,177.73027726368161,100.07927171030167,9.706700000000012,1.2630048996282284,77.67585593100281,168.78668390079164,1.5535171186200563,2.4118714653804174,0.02851839477921699,0.0,0.0,0.0,0.0,0.0,0.0,1.6878668390079163
relaxed,19,test,1000mv0_converted.csv,1000.0,756.6243660265701,False,False,,,,,175.6862324875622,96.07814103652834,11.573300000000017,1.854113876865469,79.6308918093249,162.18277943312816,1.5926178361864978,2.534979289790468,0.037785031558452475,0.0,0.0,0.0,0.0,0.0,0.0,1.6218277943312815
relaxed,20,train,1100mv0_converted.csv,1100.0,834.7865599618726,False,False,,,,,176.02852154228853,88.85037193297406,14.346699999999998,1.2893801749680591,87.22099418071478,169.94491398521248,1.7444198836142957,3.0400119077216066,0.06819744040526886,0.0,0.0,0.0,0.0,0.0,0.0,1.6994491398521248
relaxed,21,train,1200mv0_converted.csv,1200.0,906.8051472486442,False,False,,,,,173.40669950248756,83.12661687687137,11.120000000000005,1.4174812909334378,90.31352266032418,166.02719036242308,1.8062704532064837,3.2601973275552343,0.0376555477199147,0.0,0.0,0.0,0.0,0.0,0.0,1.6602719036242308
