bootstrap_sample,effective_resistance_ohm,power_uW,inferred_temperature_K,ambient_temperature_K,delta_temperature_K,S_e_uW_per_K
44.0,1679.5990515431688,60.54003661371492,331.1330721727805,314.3215898281769,16.811482344603576,3.6011123452863183
45.0,1677.5404783420813,60.5716945377753,330.6592171404349,314.3332253723512,16.325991768083725,3.7101387406178357
46.0,1680.3412451586628,60.49357217364893,329.98931196745207,314.5238580580491,15.465453909402981,3.9115290458347873
47.0,1685.3145421541044,60.6210923911749,330.8093857766179,314.2847841523687,16.524601624249215,3.6685357849847215
48.0,1675.682842003034,60.679017833319755,331.9162949399016,314.31835130606055,17.597943633841055,3.44807433731253
49.0,1682.567496758355,60.74515355121145,331.680329875675,314.4590055783103,17.221324297364674,3.527321854133314
50.0,1677.445050579208,60.53104757654161,331.67407896205594,314.30411622852023,17.369962733535715,3.4848115971875955
51.0,1680.9643108363746,60.65805682667344,331.1248860954481,314.4246938363503,16.700192259097832,3.63217715614193
52.0,1681.5322574156603,60.580604489609044,329.6198585945575,314.5442110982336,15.075647496323938,4.01844129775395
53.0,1676.7147630771833,60.59820297679279,331.0080792645467,314.44616978779453,16.56190947675219,3.6588898799292413
54.0,1679.436558519477,60.5405904228598,331.3588977869934,314.3357128861996,17.023184900793808,3.5563609733239008
55.0,1681.3560902071492,60.65552902631116,330.63523116869123,314.2688847412279,16.366346427463327,3.706112985884801
56.0,1679.598872038681,60.82596223745027,332.36699479234915,314.25423293300855,18.112761859340594,3.3581826289005643
57.0,1678.965554029975,60.45384235683529,330.4583671104789,314.4057368151249,16.052630295353993,3.765977365985439
58.0,1680.9643108363746,60.600728388109744,331.2019727483387,314.5293803600184,16.672592388320254,3.6347513917849223
59.0,1683.0479980160048,60.69617598754483,332.0735611578486,314.37794304030206,17.69561811754653,3.4300116325046606
60.0,1679.0354266421664,60.59820297679279,331.7685445674377,314.4110831667348,17.357461400702903,3.4911904211026403
