Temperature,Resistance,frozen,prior_anchored,prior_amplitude,prior_joint_static,prior_joint_diagnostic,static_preserving,dynamic_diagnostic
325.9005,1573.22,1790.25402165512,1787.4028878222853,1787.7361628159458,1722.5052487267506,1561.4345064438237,1872.4737495703519,1621.6957577320666
325.2885,1633.596,1859.8649729671008,1859.661947506436,1845.9351148719027,1792.100733334172,1658.1256686692632,1974.4026021373452,1676.5741140996802
324.6755,1699.233,1919.087802546317,1920.302931614071,1899.1623912633156,1852.0155731295897,1734.2546998402036,2060.793184111204,1726.9910098708706
324.077,1788.582,1969.3436162357343,1971.1744798631614,1947.1215076861592,1903.2355736927752,1793.7410638502752,2132.801112695181,1772.9151875926898
323.4655,1855.034,2015.1048885995228,2017.09663868735,1992.8413091702107,1950.0247702791257,1843.8687108987365,2196.5385093032337,1817.3952970398047
322.8545,1921.453,2056.86221785359,2058.757017146926,2035.9232105545668,1992.7109811289877,1886.6844645169674,2252.714140199619,1860.1298689039206
322.2435,1983.88,2095.925288152446,2097.601955271489,2077.0158969268473,2032.537724495708,1924.7650304732745,2303.3801257646537,1901.761320951716
321.6455,2031.9,2132.452524833455,2133.8759253343364,2115.7997170853123,2069.632350904363,1959.1461269789922,2349.1485416910928,1941.8970561055085
321.0345,2081.884,2168.707835711607,2169.875361654103,2154.377071209979,2106.288362881546,1992.5031917744175,2393.201036602931,1982.6486836265765
320.423,2149.507,2204.410925855513,2205.3469727081892,2192.2699733142504,2142.2290757123756,2024.8986609606402,2435.458918010107,2023.463944176222
319.8115,2197.493,2239.8945841763116,2240.6323172785505,2229.7317311931124,2177.809788614044,2056.8461767994636,2476.5737756347835,2064.538269315033
319.2125,2245.818,2274.693189040967,2275.269943357097,2266.2335313149542,2212.589792647363,2088.053973721101,2516.232745588735,2105.197450597748
318.6005,2291.134,2310.476323667865,2310.9200942169027,2303.515386818829,2248.259169406111,2120.0881629382493,2556.4966929044576,2147.3134647406546
317.9875,2393.351,2346.6900388709146,2347.028357348221,2340.9999069412497,2284.2819630544595,2152.4881783133733,2596.847868439465,2190.1947090423455
317.375,2440.652,2383.3505465175635,2383.6066531512097,2378.722404522682,2320.690933300858,2185.28685846871,2637.3976202920358,2233.8310487041217
316.7625,2486.022,2420.565739249243,2420.758422854583,2416.8175059507466,2357.607144434429,2218.5882227744787,2678.335688026013,2278.33511435904
316.163,2539.708,2457.586382242435,2457.7314861894088,2454.54778107272,2394.2995501052856,2251.723256741784,2718.8949134217537,2322.798559677023
315.5505,2583.229,2496.065098148677,2496.173213759748,2493.6203542409535,2432.414976282315,2286.1699491529853,2760.923632476325,2369.206315437353
314.939,2622.267,2535.180441741229,2535.260717755709,2533.2178842688154,2471.146187333795,2321.1906923549336,2803.548876935905,2416.57735347696
314.333,2663.471,2574.6658855613855,2574.7254454694034,2573.0907366421166,2510.235060980521,2356.5440205331997,2846.5020127797616,2464.5924971629092
313.727,2705.311,2614.8981539610854,2614.9422099625917,2613.6362967845357,2550.0590072802484,2392.56452527513,2890.2084896350607,2513.7155448938156
