Temperature,Resistance,frozen,prior_anchored,prior_amplitude,static_preserving,dynamic_diagnostic
346.9445,22.86062,21.208447992298513,20.318823493850317,287.76458535972034,23.37056037194174,17.90045958084634
347.5575,21.98947,20.26445241225412,19.62837950934844,235.53376374933416,22.381047807218245,17.777347850568123
348.1705,21.33049,19.61790987428179,19.164430753200975,191.73769691180078,21.68732130717288,17.699525053801793
348.77,20.8607,19.18329743362,18.85836856268602,156.3606113933179,21.210089611125834,17.651189881858837
349.3835,20.25654,18.87754498771208,18.647038120269453,126.87944556551463,20.866529266142905,17.61975776618591
349.997,19.88993,18.668349126169687,18.50514997140906,103.21508118174617,20.62591849823634,17.599895885913888
350.611,19.61348,18.525133814479602,18.409827182314828,84.39191200971217,20.45731061797239,17.587336805791242
351.2175,19.41543,18.428174976918513,18.346489746284384,69.71185867809594,20.340482490117758,17.57947980253999
351.8245,19.00578,18.361512585700137,18.303745112577325,58.16762763398286,20.258288015750217,17.574485177378143
352.4375,18.83838,18.315353051198866,18.27469436546224,49.064021409336945,20.20004154460289,17.57128855434724
353.0515,18.61675,18.283722903475308,18.255157903373593,41.982310035486805,20.15918929788275,17.569264905572435
353.665,18.44286,18.2621052108084,18.242053977109453,36.50472087166099,20.13061114036951,17.567987186665572
354.266,18.38096,18.247564364329097,18.233402154267477,32.35004356302842,20.11094006279323,17.56719261828451
354.8805,18.25248,18.237353657923546,18.22743844353758,29.06708335814304,20.09680528064398,17.566676690615477
355.5015,18.16465,18.23031134631936,18.223402162179067,26.517911027553847,20.086825655400904,17.56634810001497
356.123,18.04913,18.225512023283343,18.22070317506935,24.56298591499641,20.07986247190724,17.566141415127575
356.7425,17.96246,18.22225295840238,18.21890481413845,23.07071238781208,20.07502142143691,17.566011863232973
357.344,17.89351,18.2200844099641,18.217730361406137,21.957264943746235,20.071724674302,17.565932203104126
357.954,17.83634,18.218572029171675,18.21692628750985,21.087967882396452,20.06937210247615,17.565880819697906
358.561,17.7762,18.217539028600005,18.2163872018917,20.42315222220429,20.067727714580293,17.565848374240943
359.1665,17.6365,18.216830689940767,18.216024331295593,19.91311301121019,20.0665739208313,17.565827800291135
359.776,17.73198,18.21634086207331,18.215778013303584,19.518534744696506,20.065757470975992,17.565814645178666
360.375,17.63179,18.216009571979388,18.215614469584462,19.220175557620127,20.065192463363953,17.56580641593126
360.9915,17.64888,18.215775290045823,18.215500938637827,18.984233837621236,20.064783603468552,17.565801034444522
361.61,17.52097,18.2156148027008,18.215424621190603,18.803169314714648,20.064496893671507,17.565797630285704
362.2285,17.59111,18.215505288914496,18.215373518420048,18.66473804977894,20.064296605502665,17.565795485523513
362.845,17.52627,18.215430754055728,18.215339388187076,18.559203729264016,20.064157059788013,17.56579413761952
363.4455,17.47853,18.215380917068277,18.215316988427393,18.480286568337235,20.064061572538858,17.565793304532033
364.0565,17.50858,18.215346029623465,18.215301595138758,18.41855264859498,20.063993176976396,17.565792765141918
364.667,17.43489,18.215322124727386,18.215291242664865,18.37123679507891,20.063945214202146,17.565792423561568
365.277,17.44019,18.215305739382924,18.215284277770678,18.33496332257346,20.063911568955916,17.565792207159507
365.8755,17.4732,18.215294671895776,18.215279659493472,18.307588219165257,20.06388831589236,17.565792071968282
366.49,17.50148,18.21528685546342,18.21527645761465,18.285983679047085,20.063871511886667,17.56579198366422
367.105,17.46258,18.21528150318052,18.21527430593222,18.269425135030804,20.063859733985048,17.56579192780929
367.7205,17.37652,18.215277839206973,18.215272860400717,18.25673642031282,20.06385148093847,17.5657918924912
368.336,17.37828,18.215275333337573,18.21527189019005,18.24702182394058,20.063845703192943,17.56579187018076
368.937,17.44253,18.215273652793996,18.215271251524197,18.23973734051952,20.063841737829257,17.565791856349684
369.5505,17.49852,18.215272473166127,18.215270811454594,18.234022802135005,20.063838889642287,17.56579184737193
370.1625,17.51208,18.21527166692953,18.215270516261356,18.22965280381024,20.063836897221982,17.565791841702534
