window,start_ns,stop_ns,mean_mV,vpp_mV,robust_vpp_mV,periodic_vpp_mV,coherence,candidate,dt_ns,source_mV,split
1,100.0,150.0,83.13224874817233,1.0327772047172772,0.9233824136436226,0.07584574263863886,0.006935497260429746,prior_anchored,0.025,1200.0,train
2,150.0,200.0,83.07595428714978,1.1182787042422007,0.9840671052788537,0.13181496343744767,0.018478582179031644,prior_anchored,0.025,1200.0,train
3,200.0,250.0,83.04279403338772,1.1295683308358093,0.9820166946260542,0.05547849402688372,0.0030204221004829224,prior_anchored,0.025,1200.0,train
0,50.0,100.0,94.2522195777571,4.078507583037521,3.4267900490241914,3.3427073847687496,0.9346097295154404,prior_anchored,0.0125,50.0,validation
1,100.0,150.0,95.73028073899182,0.5428871649094589,0.43549961200504583,1.097086563664592,0.5830305463368517,prior_anchored,0.0125,50.0,validation
2,150.0,200.0,95.6643325558748,0.2304770622952077,0.18933325930994727,0.4173685122544522,0.15217008502453266,prior_anchored,0.0125,50.0,validation
3,200.0,250.0,95.93768136555654,0.4780970761063372,0.4327388726568415,0.3257017187126831,0.3317270143394774,prior_anchored,0.0125,50.0,validation
0,50.0,100.0,177.2446017483979,7.525637879240236,6.0113797712102155,8.811141838068073,0.9871468971354185,prior_anchored,0.0125,100.0,train
1,100.0,150.0,178.67007267434371,0.40021583302851127,0.3596253081363443,0.5005292109773233,0.314200619502214,prior_anchored,0.0125,100.0,train
2,150.0,200.0,178.73646396609874,0.23081866031165532,0.20186340905007683,0.2643876993322762,0.05971557361820623,prior_anchored,0.0125,100.0,train
3,200.0,250.0,178.8195360676201,0.3961624864434157,0.34872340117397016,0.42923002554101214,0.14288832845510868,prior_anchored,0.0125,100.0,train
0,50.0,100.0,245.40635036749208,4.525840542825165,3.061704267869686,3.061298585401558,0.7920266695487442,prior_anchored,0.0125,150.0,validation
1,100.0,150.0,243.53491189860145,0.4096926171579298,0.33638777686024923,0.2782850264598119,0.5799311246271415,prior_anchored,0.0125,150.0,validation
2,150.0,200.0,243.64137517635746,0.31188136463890714,0.2618434410519228,0.2169412573040921,0.6614567384171919,prior_anchored,0.0125,150.0,validation
3,200.0,250.0,243.75826987507173,0.2955356322801208,0.2526480311940418,0.011372776347383172,0.02036268966915933,prior_anchored,0.0125,150.0,validation
0,50.0,100.0,296.67886439616973,12.882649737873749,12.739665714887565,3.4253661820747703,0.9473472460831975,prior_anchored,0.0125,200.0,validation
1,100.0,150.0,291.3661259315342,0.48583746893598345,0.4276333221042705,0.03518776687395056,0.06769916421615996,prior_anchored,0.0125,200.0,validation
2,150.0,200.0,291.6382019855671,0.4899507131329983,0.45070055499627415,0.2506376192311542,0.7747595471558986,prior_anchored,0.0125,200.0,validation
3,200.0,250.0,291.9151903452416,0.6112145230757164,0.5381751084146345,0.33348874536862816,0.8717806477472048,prior_anchored,0.0125,200.0,validation
0,50.0,100.0,327.3942927543543,35.77554252141539,33.89285614108098,18.69209321924641,0.995120398855719,prior_anchored,0.0125,250.0,train
1,100.0,150.0,321.0844922638936,1.8974847619734874,1.4141590387769725,1.45029948285509,0.9593348269598188,prior_anchored,0.0125,250.0,train
2,150.0,200.0,321.06696408366656,0.4113310601860576,0.3669002558874581,0.3576326343794988,0.4067363780613946,prior_anchored,0.0125,250.0,train
3,200.0,250.0,321.16248476855725,0.30887290226451114,0.28301250505194275,0.1846560688705797,0.45018018274546234,prior_anchored,0.0125,250.0,train
0,50.0,100.0,209.46596172295557,358.97104867131856,308.2384888372636,250.6546342054562,0.6797931950394286,prior_anchored,0.0125,300.0,train
1,100.0,150.0,253.90898783351113,275.12141445102804,254.8236417726532,220.4387670717554,0.775353139950953,prior_anchored,0.0125,300.0,train
2,150.0,200.0,215.09768358754397,238.60816044068986,222.63066415087502,193.81542828288926,0.8479110123823375,prior_anchored,0.0125,300.0,train
3,200.0,250.0,236.49008447678494,232.352191429303,222.52946401307494,152.9365895946382,0.7913365030739201,prior_anchored,0.0125,300.0,train
0,50.0,100.0,244.0031486859628,348.6832083827184,333.9373516189598,178.31801096703748,0.6067798378497588,prior_anchored,0.0125,350.0,train
1,100.0,150.0,201.67826585255253,337.10461583272996,298.92636697755535,231.91288842189633,0.6746041459695383,prior_anchored,0.0125,350.0,train
2,150.0,200.0,225.3656113519122,283.6599153033469,256.35109675027303,210.53175460261036,0.7325571174708638,prior_anchored,0.0125,350.0,train
3,200.0,250.0,273.8626514679956,212.67200295833163,196.1752482650449,127.61400430339259,0.6058768156631305,prior_anchored,0.0125,350.0,train
0,50.0,100.0,219.48445900028938,371.72555779463937,354.32096272134993,277.91023402885713,0.6463686891856031,prior_anchored,0.0125,400.0,validation
1,100.0,150.0,219.91891080706213,370.1815825928929,352.999916106716,275.49136957155036,0.6443300729704876,prior_anchored,0.0125,400.0,validation
2,150.0,200.0,218.9797082617724,370.8162463858481,347.0352604478748,265.4241172132175,0.5932926357616215,prior_anchored,0.0125,400.0,validation
3,200.0,250.0,221.8116331890312,370.6419810830972,352.54049379227786,256.88389288697346,0.5872437223067668,prior_anchored,0.0125,400.0,validation
0,50.0,100.0,207.48739623497292,378.28559321075284,361.5263726511932,256.10688239617593,0.5860291749321183,prior_anchored,0.0125,450.0,validation
1,100.0,150.0,215.63867169586433,374.6849201313202,362.31610020870437,300.1236856600613,0.6914593244832108,prior_anchored,0.0125,450.0,validation
2,150.0,200.0,203.55906642283804,374.67790447879673,359.7498981525105,255.73331897334194,0.5713234942745291,prior_anchored,0.0125,450.0,validation
3,200.0,250.0,228.48237048641968,375.55790220285866,359.79983028264235,295.6689787760298,0.6982814773494301,prior_anchored,0.0125,450.0,validation
0,50.0,100.0,205.7501116330247,302.20641799699337,283.96563842436933,246.83367423323818,0.8007669925631034,prior_anchored,0.0125,500.0,train
1,100.0,150.0,180.5384152272553,309.29525446086336,270.92121079177736,203.1276509384949,0.7667647175613437,prior_anchored,0.0125,500.0,train
2,150.0,200.0,184.67049049686153,312.513888268641,282.6755346093755,228.1460890261118,0.7017695413266598,prior_anchored,0.0125,500.0,train
3,200.0,250.0,208.31046744747684,364.81768819863356,336.78649221144485,249.92472567232016,0.7218135993414252,prior_anchored,0.0125,500.0,train
0,50.0,100.0,166.86460164346946,287.1841279502912,274.052781596316,243.87651751454484,0.7944521782535177,prior_anchored,0.0125,550.0,validation
1,100.0,150.0,150.95788601364123,292.3022315515084,274.30020877000294,264.53277585795587,0.7970726398380183,prior_anchored,0.0125,550.0,validation
2,150.0,200.0,153.4458166437482,286.7192997856882,275.99437170587,252.5236408926821,0.8178557191552396,prior_anchored,0.0125,550.0,validation
3,200.0,250.0,168.08954158688113,289.0754920833133,278.14328693550635,259.1971328066788,0.8249622488616768,prior_anchored,0.0125,550.0,validation
0,50.0,100.0,143.12753032737132,263.7038002006861,258.9483508659155,247.60290575050436,0.8161100010455935,prior_anchored,0.0125,600.0,validation
1,100.0,150.0,146.75039178408625,258.07918214411876,256.3328727628219,244.47212000033937,0.8233292429185253,prior_anchored,0.0125,600.0,validation
2,150.0,200.0,147.9514790228823,259.0081771464402,255.35135540988728,243.0922674831215,0.8517345641728945,prior_anchored,0.0125,600.0,validation
3,200.0,250.0,148.3449614763774,258.55489317023034,255.12228495732185,242.68479212930697,0.817079012753575,prior_anchored,0.0125,600.0,validation
0,50.0,100.0,138.61883484917266,222.26458698117744,216.26655014231434,211.71991848200366,0.857942317120818,prior_anchored,0.0125,650.0,train
1,100.0,150.0,132.35755218604547,215.34718117933113,210.56312789038543,200.97497471996732,0.877892703205044,prior_anchored,0.0125,650.0,train
2,150.0,200.0,144.6062850501821,214.87635304572802,211.0282918812238,203.65649791500098,0.8731833860080258,prior_anchored,0.0125,650.0,train
3,200.0,250.0,128.81854699344814,214.08806979145726,210.3648782210335,202.62528644927016,0.8685940097470168,prior_anchored,0.0125,650.0,train
0,50.0,100.0,128.45558236745788,177.04083886876666,161.0171634662298,157.44780027838652,0.8969251223589813,prior_anchored,0.0125,700.0,validation
1,100.0,150.0,129.19263909034743,155.59148190308588,153.64341454750397,151.6992341679853,0.9213510395541853,prior_anchored,0.0125,700.0,validation
2,150.0,200.0,129.35872446731253,150.95149258196597,148.4650863091966,150.09896839569151,0.9277224152700335,prior_anchored,0.0125,700.0,validation
3,200.0,250.0,129.16243567172668,152.52713207602446,150.30170105209518,150.0260433915849,0.9283539687215674,prior_anchored,0.0125,700.0,validation
0,50.0,100.0,119.35666942279518,94.44645630118376,82.62728008482988,79.91279505508787,0.9359731765480587,prior_anchored,0.0125,750.0,validation
1,100.0,150.0,123.01001560691462,61.764281983104055,57.40478591782875,57.31047957807706,0.9787160899092066,prior_anchored,0.0125,750.0,validation
2,150.0,200.0,121.3557643372093,47.04063871729454,41.10357368622245,41.99812144928181,0.9856403236805101,prior_anchored,0.0125,750.0,validation
3,200.0,250.0,121.1723496086906,33.07197482860971,31.154192124969015,30.823522567905552,0.9861081375970285,prior_anchored,0.0125,750.0,validation
0,50.0,100.0,115.42604425264304,42.96792910705983,28.250204141629283,8.81681474226413,0.011839606628884392,prior_anchored,0.0125,800.0,train
1,100.0,150.0,115.3106687127714,4.366531003212543,2.544722206946858,1.205493328672305,0.029515033097913146,prior_anchored,0.0125,800.0,train
2,150.0,200.0,115.29122130027909,0.5183590939582814,0.45991686845694346,0.249005071997963,0.051040105303050476,prior_anchored,0.0125,800.0,train
3,200.0,250.0,115.35606794541116,0.5530952670059861,0.4429370638455339,0.32184353947022365,0.05999292702529402,prior_anchored,0.0125,800.0,train
0,50.0,100.0,109.87770934471904,11.398637017830069,6.707042108243044,3.6196918919687504,0.3858236318333401,prior_anchored,0.0125,850.0,validation
1,100.0,150.0,109.64701709419336,0.5886042766643556,0.3973751783663886,0.1400343788838897,0.12686591509852208,prior_anchored,0.0125,850.0,validation
2,150.0,200.0,109.59338245521312,0.4838850419317282,0.3184108922775408,0.06939554359158134,0.05409027602300587,prior_anchored,0.0125,850.0,validation
3,200.0,250.0,109.54449585323418,0.46182924866226926,0.33678275154191795,0.05966624338911797,0.03558895089262759,prior_anchored,0.0125,850.0,validation
0,50.0,100.0,104.85219217408583,3.0936373278178735,1.310901619324838,0.3623364123438052,0.07271839814986403,prior_anchored,0.0125,900.0,train
1,100.0,150.0,104.74534192014454,0.4116068085272815,0.3691409698833894,0.020545122178370272,0.005060960485278598,prior_anchored,0.0125,900.0,train
2,150.0,200.0,104.72621421607852,0.41885532618181287,0.3176014834864702,0.05959715034291325,0.03544563269448042,prior_anchored,0.0125,900.0,train
3,200.0,250.0,104.67297615564762,0.511052788468561,0.37180852808423026,0.07713266939352686,0.044825254280552174,prior_anchored,0.0125,900.0,train
0,50.0,100.0,100.20973409124929,1.0486557611248344,0.532883534226869,0.11350703805714307,0.0460182835194104,prior_anchored,0.0125,950.0,validation
1,100.0,150.0,100.02331419103761,0.5410692042431862,0.4185578290782672,0.08340990156158479,0.04380864352281799,prior_anchored,0.0125,950.0,validation
2,150.0,200.0,100.00402461004582,0.46325284774943043,0.40088566871916953,0.049176398004868976,0.01930710182410722,prior_anchored,0.0125,950.0,validation
3,200.0,250.0,100.03296181589332,0.5132231746846685,0.416311971715956,0.03914917547222996,0.00818306272138225,prior_anchored,0.0125,950.0,validation
0,50.0,100.0,96.27801724759053,1.3792807958644886,1.206474891174878,0.1015228925235666,0.006078986805002962,prior_anchored,0.0125,1000.0,validation
1,100.0,150.0,96.02427523405682,1.5202916328199763,1.3452452844783949,0.17981864255340446,0.022272209560245337,prior_anchored,0.0125,1000.0,validation
2,150.0,200.0,96.02473170422235,1.4043294413423695,1.0876915909098983,0.12291468574152294,0.010719142447135677,prior_anchored,0.0125,1000.0,validation
3,200.0,250.0,95.99912732943912,1.3395697896923906,1.228816690487747,0.12253084634453253,0.005864393639007481,prior_anchored,0.0125,1000.0,validation
0,50.0,100.0,88.97370394618206,0.9965007239093211,0.8581980945423027,0.08757746488948072,0.005441890481928113,prior_anchored,0.0125,1100.0,validation
1,100.0,150.0,88.8353871600731,1.0100377575241026,0.8575977019690981,0.38050148545934714,0.024349934372087434,prior_anchored,0.0125,1100.0,validation
2,150.0,200.0,88.88452043404357,0.9073208827134067,0.784017532616943,0.10183406292905983,0.007451855990772915,prior_anchored,0.0125,1100.0,validation
3,200.0,250.0,88.69590552034488,0.9359893038436695,0.7886147672511612,0.27405557714994916,0.039968941544542114,prior_anchored,0.0125,1100.0,validation
0,50.0,100.0,83.2526281434561,1.1587432911984052,1.0379711459460168,0.262588911821142,0.02809150002783467,prior_anchored,0.0125,1200.0,train
1,100.0,150.0,83.13792611038802,1.0206624023798838,0.9036787419748293,0.14333799216761173,0.010380889853847886,prior_anchored,0.0125,1200.0,train
2,150.0,200.0,83.08041706884461,1.0906966052467482,0.9639803023858207,0.2535263555521204,0.023152471977208378,prior_anchored,0.0125,1200.0,train
3,200.0,250.0,83.04877729346896,1.1024930148650185,0.9545081374585749,0.08584099983764533,0.0020870041925799,prior_anchored,0.0125,1200.0,train
0,50.0,100.0,94.25517269013056,4.095621566540117,3.439859114353453,3.3445584161594137,0.9352528861162998,prior_anchored,0.00625,50.0,validation
1,100.0,150.0,95.75931818542416,0.5569985743755268,0.44552436836225695,1.083345497123605,0.5867858320593663,prior_anchored,0.00625,50.0,validation
2,150.0,200.0,95.69854219568448,0.22995552797542018,0.18966965302389838,0.4131673291067601,0.15100901694713276,prior_anchored,0.00625,50.0,validation
3,200.0,250.0,95.97231613360776,0.4783056906219798,0.43295004942338267,0.3229684255348611,0.3313781606518772,prior_anchored,0.00625,50.0,validation
0,50.0,100.0,177.2529174905038,7.516324656264857,6.002270026328574,8.735789751659679,0.9869801514508353,prior_anchored,0.00625,100.0,train
1,100.0,150.0,178.70644283237914,0.4414163003306726,0.39979868232700255,0.5081627114436426,0.35617397222812686,prior_anchored,0.00625,100.0,train
2,150.0,200.0,178.79509645811254,0.22834530652448848,0.20148767076295826,0.26247236720801526,0.05993858214343384,prior_anchored,0.00625,100.0,train
3,200.0,250.0,178.87877235502467,0.395447230706111,0.3470522474893585,0.42315199109469165,0.14238185930927427,prior_anchored,0.00625,100.0,train
0,50.0,100.0,245.40918605778023,4.52284540896116,3.0561669918457426,3.1234951978149623,0.8015026249554627,prior_anchored,0.00625,150.0,validation
1,100.0,150.0,243.49369290368085,0.436186889337705,0.33252666941248776,0.285151400123978,0.6010089313531979,prior_anchored,0.00625,150.0,validation
2,150.0,200.0,243.56008934100763,0.31031675459931307,0.26182034903297335,0.22211611703064038,0.662729076124576,prior_anchored,0.00625,150.0,validation
3,200.0,250.0,243.68381532838742,0.32036097866603086,0.2716596837021541,0.025073063464717445,0.08528469095098556,prior_anchored,0.00625,150.0,validation
0,50.0,100.0,296.67909327613233,12.893050754691217,12.751315437769051,3.3081394249334566,0.9494099529471447,prior_anchored,0.00625,200.0,validation
1,100.0,150.0,291.32129072335243,0.47996651281687264,0.4323465678085654,0.04139106746086062,0.0768223244811933,prior_anchored,0.00625,200.0,validation
2,150.0,200.0,291.60325935832077,0.5735760517882795,0.49935132877311617,0.2767033812107333,0.8338969283675016,prior_anchored,0.00625,200.0,validation
3,200.0,250.0,291.98795688447854,0.5773901812070221,0.5082461641122791,0.29144338649237816,0.8384511853999171,prior_anchored,0.00625,200.0,validation
0,50.0,100.0,327.39794234562646,35.73131587573505,33.85041763926915,18.350929901669403,0.9957637413431134,prior_anchored,0.00625,250.0,train
1,100.0,150.0,321.1165023421148,1.91477010364639,1.430113715578102,1.3996256747695355,0.960487172279393,prior_anchored,0.00625,250.0,train
2,150.0,200.0,321.1001895018397,0.4612201493916359,0.37615842600047245,0.2951787282122289,0.45621141924058417,prior_anchored,0.00625,250.0,train
3,200.0,250.0,321.25370371669965,0.3052060839906403,0.27699707161457354,0.17536789881757991,0.4346262892106556,prior_anchored,0.00625,250.0,train
0,50.0,100.0,208.83970187178275,358.30825077482024,306.9940862416343,252.1728822780833,0.6863353191040313,prior_anchored,0.00625,300.0,train
1,100.0,150.0,255.11867946035704,265.34064385227464,244.56660869159504,216.6302482892562,0.7908234239664367,prior_anchored,0.00625,300.0,train
2,150.0,200.0,211.3008287232341,263.7978024763372,247.48039539782286,214.34567300691583,0.8343517166204089,prior_anchored,0.00625,300.0,train
3,200.0,250.0,241.92089859608416,210.9408365270382,203.46038176900342,134.42108039005103,0.7610825119368178,prior_anchored,0.00625,300.0,train
0,50.0,100.0,244.76805682766337,347.34372993259177,331.76086166522856,165.12355575894418,0.5301492351141471,prior_anchored,0.00625,350.0,train
1,100.0,150.0,201.0502265599231,334.40281284447195,295.29278456664474,226.57780056469073,0.6461517794329446,prior_anchored,0.00625,350.0,train
2,150.0,200.0,233.1445272983693,287.5439793499954,254.41642430956185,221.12162549946726,0.8043427065985659,prior_anchored,0.00625,350.0,train
3,200.0,250.0,224.97608845201995,290.7085285385772,269.878925745108,209.8792411112891,0.6873999556438768,prior_anchored,0.00625,350.0,train
0,50.0,100.0,220.61063378191153,369.874811075143,353.6128990539567,277.295260518861,0.656101419059324,prior_anchored,0.00625,400.0,validation
1,100.0,150.0,218.7491550845354,368.16716635520623,345.357592208191,271.7306399420188,0.6454865417037374,prior_anchored,0.00625,400.0,validation
2,150.0,200.0,220.63289771173902,365.9371578502246,350.58653260834194,263.18563750109905,0.6020151189950949,prior_anchored,0.00625,400.0,validation
3,200.0,250.0,220.0678794917261,366.5590048875062,342.1772285836311,248.72798314082638,0.5686421733444598,prior_anchored,0.00625,400.0,validation
0,50.0,100.0,206.5401968011136,376.5478890958767,354.3959654768631,251.93727165522958,0.5903902265456578,prior_anchored,0.00625,450.0,validation
1,100.0,150.0,214.71955929730314,372.38536195702096,351.6493870470782,291.95641269217396,0.6938832645004738,prior_anchored,0.00625,450.0,validation
2,150.0,200.0,206.54076549222728,370.79653719218305,349.0802845447991,252.46100966345114,0.5899774641975012,prior_anchored,0.00625,450.0,validation
3,200.0,250.0,230.44787153088882,369.71045919651004,348.94315569262346,288.68985763202943,0.7224189413412685,prior_anchored,0.00625,450.0,validation
0,50.0,100.0,201.18825177621548,390.10017826795513,366.7498563729729,227.88067907858036,0.4617594303101975,prior_anchored,0.00625,500.0,train
1,100.0,150.0,194.84035197423384,365.8338545454491,340.6803631156732,256.3272978269143,0.6591245786067907,prior_anchored,0.00625,500.0,train
2,150.0,200.0,168.55776099936222,297.8530335061636,255.36856268174301,208.2621103593922,0.7407079164008405,prior_anchored,0.00625,500.0,train
3,200.0,250.0,178.9257200959083,305.90836606912075,269.7877041637986,214.46545280904985,0.7490196306441479,prior_anchored,0.00625,500.0,train
0,50.0,100.0,168.72101621782036,293.83709011550474,274.7401341298932,254.3447846565247,0.8114608863833879,prior_anchored,0.00625,550.0,validation
1,100.0,150.0,149.35192804673693,287.599895014828,280.7620035368334,265.2577800265307,0.8140413380502445,prior_anchored,0.00625,550.0,validation
2,150.0,200.0,154.31754206326377,287.8866877067213,274.06759191657954,255.35560617607985,0.8116426635143523,prior_anchored,0.00625,550.0,validation
3,200.0,250.0,167.84624884100944,286.60453500876184,278.4829595890723,264.8706344291905,0.8240214432984067,prior_anchored,0.00625,550.0,validation
0,50.0,100.0,145.41624348354836,262.78760216628484,255.17107856168354,245.2061546310853,0.8317913824864539,prior_anchored,0.00625,600.0,validation
1,100.0,150.0,145.12830326100473,258.1164376785046,254.20736282226127,241.77199856283866,0.8361801641569313,prior_anchored,0.00625,600.0,validation
2,150.0,200.0,147.4091766316135,258.5547366991526,252.2174052597197,241.37928255076247,0.8419410852340896,prior_anchored,0.00625,600.0,validation
3,200.0,250.0,147.92257496426032,256.87373534187446,252.8832059676587,242.21253102285286,0.8314818938062742,prior_anchored,0.00625,600.0,validation
0,50.0,100.0,137.24982236483083,222.37041477348987,212.59564454343518,209.6663959047221,0.8614184543369655,prior_anchored,0.00625,650.0,train
1,100.0,150.0,134.24064658595225,213.74428570497204,208.4082604813816,197.77727740146324,0.874051478457317,prior_anchored,0.00625,650.0,train
2,150.0,200.0,142.31374799792758,212.82730003224907,208.96172958246154,203.90029508405593,0.8662534811802189,prior_anchored,0.00625,650.0,train
3,200.0,250.0,130.68979159013642,211.49243217851011,207.55776778376674,199.47206377767154,0.8804737844561236,prior_anchored,0.00625,650.0,train
0,50.0,100.0,128.72893984972927,170.41098404371905,155.6290791300552,153.9233442255878,0.9029904263848908,prior_anchored,0.00625,700.0,validation
1,100.0,150.0,129.46749348037267,149.87185843364423,148.73995933777965,148.41294223046376,0.9284982818908527,prior_anchored,0.00625,700.0,validation
2,150.0,200.0,129.49689736815802,149.53954240467394,146.6440931168102,146.69145875303533,0.9251828662924236,prior_anchored,0.00625,700.0,validation
3,200.0,250.0,129.2199490855216,148.03872960298776,145.6495609182844,145.17682206196895,0.9299513485307234,prior_anchored,0.00625,700.0,validation
0,50.0,100.0,119.84117792809607,90.1813368664288,76.69475476662224,74.11209987357228,0.9330472235205284,prior_anchored,0.00625,750.0,validation
1,100.0,150.0,122.53353391233527,55.93917749738577,47.57914533327681,48.94925327268143,0.9746902142801154,prior_anchored,0.00625,750.0,validation
2,150.0,200.0,121.69016692542468,37.08427240377087,33.18554897628583,32.16886661277667,0.9809038399700905,prior_anchored,0.00625,750.0,validation
3,200.0,250.0,121.0358641675294,22.84491889332952,20.693686710480634,20.524157763575484,0.981491832448101,prior_anchored,0.00625,750.0,validation
0,50.0,100.0,115.53782452369974,39.713074278721095,25.799527934784052,12.72707814552171,0.005281020905446465,prior_anchored,0.00625,800.0,train
1,100.0,150.0,115.3348675756053,3.4371096672704198,1.9981582271086182,1.2229244496596439,0.012899413928001091,prior_anchored,0.00625,800.0,train
2,150.0,200.0,115.30602546018338,0.7405736269256948,0.47947434156334623,0.9755789057175169,0.12188010735317623,prior_anchored,0.00625,800.0,train
3,200.0,250.0,115.36046751491385,0.5926659895171014,0.46040119464059615,0.7372283762504264,0.04786485031821608,prior_anchored,0.00625,800.0,train
0,50.0,100.0,109.9178417118287,10.688356601159839,5.904485933737078,3.1776550401066275,0.3913478145211917,prior_anchored,0.00625,850.0,validation
1,100.0,150.0,109.65552372079493,0.6253580983842824,0.4391411221460402,0.1350456215623696,0.10643037251086507,prior_anchored,0.00625,850.0,validation
2,150.0,200.0,109.61975869674221,0.6452424710704605,0.30742417510178655,0.07227813119085894,0.05166055838548178,prior_anchored,0.00625,850.0,validation
3,200.0,250.0,109.56736795040392,0.4969324821612986,0.39247301427178627,0.11451161918438688,0.10908285392193029,prior_anchored,0.00625,850.0,validation
0,50.0,100.0,104.83974598013523,2.643048168580023,1.0723168821188551,0.6778426978377753,0.318749463755964,prior_anchored,0.00625,900.0,train
1,100.0,150.0,104.74624522678303,0.5742453667925957,0.4060987266635294,0.09833758146687648,0.09446747976458125,prior_anchored,0.00625,900.0,train
2,150.0,200.0,104.73292034837486,0.5063918653258241,0.30727311667114066,0.09324938469197215,0.0829994740090454,prior_anchored,0.00625,900.0,train
3,200.0,250.0,104.67821096451172,0.5562625120921467,0.410536615096035,0.08746826244677204,0.05464510231233344,prior_anchored,0.00625,900.0,train
0,50.0,100.0,100.21032789056645,0.8398458696110822,0.5133612440805706,0.09173735645484198,0.03048570613704804,prior_anchored,0.00625,950.0,validation
1,100.0,150.0,100.02214102635666,0.5999359705379703,0.4973140921895407,0.07173335377016316,0.022383774877810625,prior_anchored,0.00625,950.0,validation
2,150.0,200.0,99.99870009881872,0.5934590644664439,0.4561237506974578,0.05710557881699788,0.024645960530881417,prior_anchored,0.00625,950.0,validation
3,200.0,250.0,100.01835434675593,0.5845253797394037,0.43902338288529563,0.0705574704258895,0.021274753646218336,prior_anchored,0.00625,950.0,validation
0,50.0,100.0,96.2674241551746,1.4521325010374113,1.300210630251371,0.09293042764431575,0.005227198694204183,prior_anchored,0.00625,1000.0,validation
1,100.0,150.0,96.02406769625313,1.5797099396911563,1.3664055875018448,0.19629850405176655,0.024784418048810375,prior_anchored,0.00625,1000.0,validation
2,150.0,200.0,96.02338815391069,1.430757124183856,1.1411913208153237,0.13414181233621286,0.01361851553607385,prior_anchored,0.00625,1000.0,validation
3,200.0,250.0,95.99942354406045,1.3566540886940572,1.1954454922480267,0.10993688700052916,0.0051882974012648075,prior_anchored,0.00625,1000.0,validation
0,50.0,100.0,88.96531087479941,0.9992428994076334,0.8564025429776905,0.08573206720556066,0.005482381241050827,prior_anchored,0.00625,1100.0,validation
1,100.0,150.0,88.82517004426607,1.002840612562295,0.8738851722489187,0.3282285573636045,0.020961449693827405,prior_anchored,0.00625,1100.0,validation
2,150.0,200.0,88.87889019611409,0.9243233661932351,0.7546013509656575,0.11990308668911533,0.0110614207936649,prior_anchored,0.00625,1100.0,validation
3,200.0,250.0,88.69157911493787,0.9388205489819512,0.759321152357316,0.25355129140646254,0.036137945156312856,prior_anchored,0.00625,1100.0,validation
0,50.0,100.0,83.2502953661846,1.1463382313496169,1.0303376548387178,0.26438503303940836,0.02925778955019742,prior_anchored,0.00625,1200.0,train
1,100.0,150.0,83.13815201717273,1.0200142194700987,0.9029798989292743,0.13300564465450831,0.010353513443693618,prior_anchored,0.00625,1200.0,train
2,150.0,200.0,83.08041350524155,1.0970075877661145,0.9541827839580606,0.2522381590824385,0.02341467557332355,prior_anchored,0.00625,1200.0,train
3,200.0,250.0,83.04542064534081,1.0995052735036381,0.9359869883648315,0.07533043478148951,0.0017323631362189396,prior_anchored,0.00625,1200.0,train
0,50.0,100.0,73.99166155486627,12.107134222500918,10.70444046916198,2.0400473449353953,0.9126650350340171,prior_amplitude,0.025,50.0,validation
1,100.0,150.0,79.97808665504675,2.1665916634171936,1.8857147643810634,0.3663242000402484,0.8423376926117923,prior_amplitude,0.025,50.0,validation
2,150.0,200.0,80.88542763069238,0.3071350070352423,0.2677867288713287,0.04567749714482041,0.23542430443628415,prior_amplitude,0.025,50.0,validation
3,200.0,250.0,81.17644706731309,0.3248385966123095,0.29114403509161946,0.05350838374023983,0.3287983562674194,prior_amplitude,0.025,50.0,validation
0,50.0,100.0,130.46607042770728,17.235369064298,14.666074955882465,15.625323235913132,0.9957816274431953,prior_amplitude,0.025,100.0,train
1,100.0,150.0,135.04055551744062,0.1492056574400351,0.12375699994083789,0.1752894615359005,0.5176114608129616,prior_amplitude,0.025,100.0,train
2,150.0,200.0,134.96213997555236,0.13199432940371025,0.10292209278736664,0.13852211349961843,0.06208742072669027,prior_amplitude,0.025,100.0,train
3,200.0,250.0,134.99812249731391,0.19414731615481173,0.17057170844648795,0.25155503014113906,0.14623420210574378,prior_amplitude,0.025,100.0,train
0,50.0,100.0,156.3909557608467,31.840117192648563,30.118598751902738,23.90342666959144,0.9869589736763149,prior_amplitude,0.025,150.0,validation
1,100.0,150.0,126.85008305393215,13.20958977939533,11.648287133958092,4.861912583403657,0.9867334276594347,prior_amplitude,0.025,150.0,validation
2,150.0,200.0,123.04569268719985,0.42279084192460914,0.3951126108889298,0.26206698378956156,0.734847531153479,prior_amplitude,0.025,150.0,validation
3,200.0,250.0,123.42469410289051,0.38839105158886866,0.3394568773798028,0.026314271325664516,0.16881434693293584,prior_amplitude,0.025,150.0,validation
0,50.0,100.0,100.71631416069063,185.88548992511392,184.79343618421623,107.67278628649639,0.43499453578734304,prior_amplitude,0.025,200.0,validation
1,100.0,150.0,102.42905260432677,185.91392910283267,184.88052693426033,119.32038692726975,0.430675238411497,prior_amplitude,0.025,200.0,validation
2,150.0,200.0,101.86764532622549,186.0375617792945,184.94542220872071,109.09868526555051,0.43521545711552034,prior_amplitude,0.025,200.0,validation
3,200.0,250.0,101.6892871852834,186.10368687679062,184.86294606332353,99.82778104331356,0.41478678577254524,prior_amplitude,0.025,200.0,validation
0,50.0,100.0,81.17543585144236,197.9661291453225,194.73144659561862,180.7824157028096,0.8248276759611075,prior_amplitude,0.025,250.0,train
